Date,Close,High,Low,Open,Volume,ticker
2021-01-29,128.45675659179688,133.10985683778753,126.7532152717128,132.22401178645546,177523800,AAPL
2021-02-01,130.57888793945312,131.7859741111612,127.45409959233686,130.19924214528973,106239800,AAPL
2021-02-02,131.40631103515625,132.69126014883398,131.03639446508643,132.12665611956461,83305400,AAPL
2021-02-03,130.3842010498047,132.16562050861145,130.0629600142458,132.15587647941985,89880900,AAPL
2021-02-04,133.74261474609375,133.75234392204015,131.01694525702797,132.68155527349182,84183100,AAPL
2021-02-05,133.32826232910156,133.97170445351236,132.45085206919504,133.90346870595903,75693800,AAPL
2021-02-08,133.47451782226562,133.52326614630692,131.53444758226135,132.61659492201852,71297200,AAPL
2021-02-09,132.59707641601562,134.42016235628924,132.44110262440083,133.19177019449774,76774200,AAPL
2021-02-10,131.99264526367188,133.5525022619222,131.0274820724659,133.05529021983176,73046600,AAPL
2021-02-11,131.7391815185547,132.9675589258699,130.4133074654321,132.4898491628531,64280000,AAPL
2021-02-12,131.97317504882812,132.12916376176068,130.33533819074378,130.97878047466367,60145100,AAPL
2021-02-16,129.84783935546875,132.59706880200096,129.45786770907952,132.0901279755408,80576300,AAPL
2021-02-17,127.55683135986328,128.90220781232136,126.2212134982147,127.95654680963715,97918500,AAPL
2021-02-18,126.45519256591797,126.73790904839909,124.21290350757396,125.95798047907508,96856700,AAPL
2021-02-19,126.61117553710938,127.43010877587982,125.5680327149572,126.9719012661051,87668800,AAPL
2021-02-22,122.83828735351562,126.46494274164387,122.44832304893025,124.79784515359262,103916400,AAPL
2021-02-23,122.7017822265625,123.5304515985531,115.41922654111875,120.6544792375418,158273000,AAPL
2021-02-24,122.20458221435547,122.40931177714582,119.16287735238498,121.80487424070276,111039900,AAPL
2021-02-25,117.9539794921875,123.28672123283567,117.51527437819725,121.55138820352438,148199500,AAPL
2021-02-26,118.21720123291016,121.71711309193381,118.15870176681696,119.51382163045578,164560400,AAPL
2021-03-01,124.58336639404297,124.71985277897572,119.70883139515851,120.64474122239031,116307900,AAPL
2021-03-02,121.98033905029297,125.49000197240176,121.8730987094052,125.187783250599,102260900,AAPL
2021-03-03,118.99714660644531,122.55555866097826,118.78266587535208,121.67814086921052,112966300,AAPL
2021-03-04,117.11556243896484,120.49849054949536,115.64345838509743,118.69491428410296,178155000,AAPL
2021-03-05,118.37318420410156,118.8801399153452,114.61979443770963,117.94423026145166,153766600,AAPL
2021-03-08,113.4401626586914,117.96372988743823,113.29392514231552,117.89548670485603,154376600,AAPL
2021-03-09,118.05146026611328,118.9971210475736,115.8091790998168,116.04315464805022,129525800,AAPL
2021-03-10,116.96935272216797,119.10439413289247,116.4526457307637,118.63644290778187,111943300,AAPL
2021-03-11,118.89965057373047,120.1182842596345,118.21721868480411,119.46509838909789,103026500,AAPL
2021-03-12,117.99300384521484,118.1294902427008,116.16993234824494,117.37881505652804,88105100,AAPL
2021-03-15,120.87870025634766,120.88845140763532,117.39828304156515,118.36344619441722,92403800,AAPL
2021-03-16,122.41907501220703,124.02767309341856,121.59040552732543,122.54581024798175,115227900,AAPL
2021-03-17,121.62939453125,122.70179070070945,119.27011403289939,120.93721148152662,111932600,AAPL
2021-03-18,117.50552368164062,120.08902837100626,117.30079413178964,119.79655333524822,121229700,AAPL
2021-03-19,116.97907257080078,118.38294083560933,116.67685382299581,116.8913345232248,185549500,AAPL
2021-03-22,120.29376220703125,120.76172079332808,117.24230627726561,117.31054946298083,111912300,AAPL
2021-03-23,119.46510314941406,121.1224420531035,119.07513886679595,120.23528056214857,95467100,AAPL
2021-03-24,117.0765609741211,119.816054302137,117.05706610966415,119.73805996841114,88530500,AAPL
2021-03-25,117.56402587890625,118.60718345893137,116.0139273940255,116.5403780411406,98844700,AAPL
2021-03-26,118.16847229003906,118.43170133574063,115.93593444848634,117.33005170542276,94071200,AAPL
2021-03-29,118.34394836425781,119.50408995901205,117.70051367598907,118.59742624167248,80819200,AAPL
2021-03-30,116.891357421875,117.3788109495409,115.87745319177584,117.09608701094061,85671900,AAPL
2021-03-31,119.08489990234375,120.42051782587205,118.1099928338644,118.59744636810407,118323800,AAPL
2021-04-01,119.9135513305664,121.06394179532072,119.41634671803331,120.55699346889742,75089100,AAPL
2021-04-05,122.74079895019531,122.99427686554803,119.98181021656318,120.7617388309021,88651200,AAPL
2021-04-06,123.04299926757812,123.93991183273825,122.49705378234141,123.32572316184695,80171300,AAPL
2021-04-07,124.69058990478516,124.71008476944755,121.9998448664795,122.6725329855432,83466700,AAPL
2021-04-08,127.08885955810547,127.1181055739932,125.29503449613289,125.71423730778919,88844600,AAPL
2021-04-09,129.66262817382812,129.70161790758218,126.22120772891054,126.54292881700623,106686700,AAPL
2021-04-12,127.94679260253906,129.5163933763926,127.35209877205047,129.19467229997423,91420000,AAPL
2021-04-13,131.05670166015625,131.28094091371676,128.61943488933525,129.11664683115606,91266500,AAPL
2021-04-14,128.71693420410156,131.61240837850028,128.35622347475837,131.55391635491986,87222800,AAPL
2021-04-15,131.12498474121094,131.61243821608534,130.286564169391,130.46205515581354,89347100,AAPL
2021-04-16,130.79351806640625,131.29071524829968,129.9355952026849,130.93000444237106,84922400,AAPL
2021-04-19,131.45643615722656,132.07063223335706,129.99407588140957,130.1598082608944,94264200,AAPL
2021-04-20,129.7698516845703,132.12912448166279,128.5024698015972,131.63192734239016,94812300,AAPL
2021-04-21,130.15011596679688,130.39384277572347,128.0053230234237,129.0387223131278,68847100,AAPL
2021-04-22,128.62924194335938,130.7837782500738,128.11254238332913,129.70163080104982,84566500,AAPL
2021-04-23,130.94947814941406,131.72939162695204,128.843676057911,128.843676057911,78657500,AAPL
2021-04-26,131.33944702148438,131.67091176764876,130.2085515483263,131.44668736593727,66905100,AAPL
2021-04-27,131.0177459716797,132.01215523774303,130.7447732125093,131.62218352757128,66015800,AAPL
2021-04-28,130.22808837890625,131.63195694182536,129.74063484322053,130.93976637575503,107760100,AAPL
2021-04-29,130.1305389404297,133.63046521276726,129.1263862542738,133.04551525683968,151101000,AAPL
2021-04-30,128.16128540039062,130.2085812488916,127.78107225167611,128.4732479162047,109839500,AAPL
2021-05-03,129.21414184570312,130.7057629484472,128.52196634221076,128.7266884414814,75135100,AAPL
2021-05-04,124.641845703125,128.19051366277054,123.52070128030383,127.89803861753046,137564700,AAPL
2021-05-05,124.88558197021484,127.17660429874773,124.75883931076572,125.9579706529646,84000900,AAPL
2021-05-06,126.48442077636719,126.49416448959799,123.9399058507591,124.68083714349731,78128300,AAPL
2021-05-07,127.15827178955078,128.1836509944488,126.44537008751145,127.78327149877356,78973300,AAPL
2021-05-10,123.87701416015625,126.50396354467914,123.83795074636984,126.37702048839593,88071200,AAPL
2021-05-11,122.95903778076172,123.3105935686965,119.89262343355486,120.60551762571262,126142800,AAPL
2021-05-12,119.89261627197266,121.71879146016067,119.3848068747701,120.50785562792139,112172300,AAPL
2021-05-13,122.04106903076172,123.19341357180042,121.34771025318693,121.66021008886267,105861300,AAPL
2021-05-14,124.46293640136719,124.892626453878,122.90043727939631,123.29106392253492,81918000,AAPL
2021-05-17,123.31060028076172,123.95513540332345,122.2363825270762,123.8477128828965,74244600,AAPL
2021-05-18,121.92385864257812,124.0137023451616,121.85549954765558,123.59378006189955,63342900,AAPL
2021-05-19,121.76763153076172,121.99223682754793,119.9805196188087,120.27349147179841,92612000,AAPL
2021-05-20,124.32621002197266,124.7266043537825,122.16800708745404,122.29496502221474,76857100,AAPL
2021-05-21,122.49028015136719,125.00004641017311,122.27543512950636,124.82426479688547,79295400,AAPL
2021-05-24,124.12114715576172,124.94146389287052,122.98833802904868,123.05669713625909,63092900,AAPL
2021-05-25,123.92582702636719,125.31255193436976,123.35941878581565,124.8242630592938,72009500,AAPL
2021-05-26,123.87701416015625,124.40435907039624,123.45709177518279,123.98443668542278,56575900,AAPL
2021-05-27,122.34378814697266,124.64847698408089,122.14847856440403,123.4766045875031,94625600,AAPL
2021-05-28,121.68951416015625,122.85162649652436,121.63092276524166,122.62701373171124,71311100,AAPL
2021-06-01,121.36723327636719,122.4121552577231,121.03520547415292,122.1484865589402,67637100,AAPL
2021-06-02,122.12895202636719,122.30473364370846,121.14262887683675,121.36723416808287,59278900,AAPL
2021-06-03,120.64459991455078,121.92389512399187,120.24420548835592,121.75788119387512,76229200,AAPL
2021-06-04,122.93950653076172,123.20318269390796,120.94731726161271,121.16216229807738,75169300,AAPL
2021-06-07,122.94927215576172,123.35942679081123,121.90435013756394,123.21294086384106,71057600,AAPL
2021-06-08,123.76956939697266,125.44926608565649,123.25199229581943,123.63285119857683,74403800,AAPL
2021-06-09,124.15043640136719,124.75590806990476,123.55473244780471,124.22856322000109,56877900,AAPL
2021-06-10,123.15436553955078,125.18561845038153,122.98835161093277,124.04303403142379,71186400,AAPL
2021-06-11,124.36526489257812,124.45315941450131,123.14456145340759,123.56448373450556,53522400,AAPL
2021-06-14,127.42191314697266,127.4805045322462,124.0918377902917,124.82425990854335,96906500,AAPL
2021-06-15,126.60161590576172,127.53912286216541,126.35747517662371,126.89458776096085,62746300,AAPL
2021-06-16,127.09964752197266,127.8223093871763,125.44926884121655,127.3144925386233,91815000,AAPL
2021-06-17,128.7012176513672,129.44341498990488,126.61137364763495,126.75786702289925,96721700,AAPL
2021-06-18,127.40243530273438,128.4278146908848,127.18759021730811,127.64657609061231,108953300,AAPL
2021-06-21,129.19927978515625,129.30670230447237,126.18170388050524,127.24615390753081,79663300,AAPL
2021-06-22,130.8398895263672,130.93755177411464,128.53520055049577,129.0332571523742,74783600,AAPL
2021-06-23,130.56646728515625,131.17194646480604,130.10748149302736,130.63483384623305,60214200,AAPL
2021-06-24,130.2832489013672,131.48441699311277,129.81448802069463,131.29886767382567,68711000,AAPL
2021-06-25,129.99026489257812,130.7519826258196,129.6972930949088,130.33206780671978,70783700,AAPL
2021-06-28,131.62118530273438,132.08017119324455,130.22470709628504,130.28329850338477,62111300,AAPL
2021-06-29,133.1348114013672,133.29106502927266,131.20122118482706,131.6406714747908,64556100,AAPL
2021-06-30,133.75006103515625,134.1895113589195,132.68559615169934,132.9785680012639,63261400,AAPL
2021-07-01,134.05279541015625,134.11138680082388,132.5781758729055,133.39850004575504,52485800,AAPL
2021-07-02,136.6797332763672,136.71878923106325,134.521522975564,134.66800143213112,78852600,AAPL
